============================= test session starts ==============================
platform linux -- Python 3.12.3, pytest-7.4.3, pluggy-1.6.0 -- /home/jhonslife/Didin Facil/backend/venv/bin/python3
cachedir: .pytest_cache
rootdir: /home/jhonslife/Didin Facil/backend
configfile: pytest.ini
plugins: asyncio-0.21.1, anyio-3.7.1, cov-4.1.0
backend/tests/unit/test_auth_service.py::TestAuthService::test_hash_password_returns_hash PASSED [  7%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_hash_password_different_for_same_input PASSED [  7%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_verify_password_correct PASSED [  7%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_verify_password_incorrect PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_authenticate_valid_credentials PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_authenticate_invalid_password PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_authenticate_user_not_found PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_authenticate_inactive_user PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_validate_hwid_first_device PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_validate_hwid_existing_device PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_validate_hwid_max_devices_reached PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_validate_hwid_no_license PASSED [  8%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_create_user_success PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_create_user_password_is_hashed PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_create_token_valid PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_create_token_includes_claims PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_verify_empty_password PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_hash_unicode_password PASSED [  9%]
backend/tests/unit/test_auth_service.py::TestAuthService::test_hash_very_long_password PASSED [  9%]
backend/tests/unit/test_blacklist_service.py::test_blacklist_service_init PASSED [  9%]
backend/tests/unit/test_blacklist_service.py::test_blacklist_add PASSED  [ 10%]
backend/tests/unit/test_blacklist_service.py::test_blacklist_is_blacklisted_true PASSED [ 10%]
backend/tests/unit/test_blacklist_service.py::test_blacklist_is_blacklisted_false PASSED [ 10%]
backend/tests/unit/test_blacklist_service.py::test_add_multiple_tokens PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestVerifyPremiumAccess::test_verify_premium_access_no_license PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestVerifyPremiumAccess::test_verify_premium_access_wrong_plan PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestVerifyPremiumAccess::test_verify_premium_access_success PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestDependencies::test_get_queue_manager_creates_singleton PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestDependencies::test_get_profile_manager_creates_singleton PASSED [ 10%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_post_product_no_data PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_post_product_with_data PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_manage_orders_print_labels PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_manage_orders_process_returns PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_manage_orders_default PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_reply_messages PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_analytics_top_products PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_analytics_orders_summary PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_analytics_default PASSED [ 11%]
backend/tests/unit/test_bot_routes.py::TestBuildTaskDescription::test_build_unknown_task_type PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_start_task_success PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_get_task_success PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_get_task_not_found PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_list_tasks_success PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_cancel_task_success PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestTaskEndpoints::test_cancel_task_not_found PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestStatsEndpoint::test_get_stats_success PASSED [ 12%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_create_profile_success PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_create_profile_with_clone PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_create_profile_clone_not_found PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_list_profiles_success PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_delete_profile_success PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_delete_profile_not_found PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_verify_profile_login_success PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_verify_profile_login_not_logged PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestProfileEndpoints::test_verify_profile_not_found PASSED [ 13%]
backend/tests/unit/test_bot_routes.py::TestBotControlEndpoints::test_start_bot_success PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestBotControlEndpoints::test_stop_bot_success PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestModels::test_start_task_request_defaults PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestModels::test_task_response_model PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestModels::test_profile_request_model PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestModels::test_profile_response_model PASSED [ 14%]
backend/tests/unit/test_bot_routes.py::TestModels::test_queue_stats_response_model PASSED [ 14%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_cache_prefix PASSED [ 14%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_get_returns_none_when_not_found PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_get_returns_parsed_json PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_set_stores_json PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_delete_key PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_exists_true PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_exists_false PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_ttl PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_incr PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_delete_pattern PASSED [ 15%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_get_or_set_cache_hit PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheService::test_get_or_set_cache_miss PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheServiceKeyBuilders::test_build_products_cache_key PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheServiceKeyBuilders::test_build_products_cache_key_consistency PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheServiceKeyBuilders::test_build_products_cache_key_uniqueness PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheServiceKeyBuilders::test_build_copy_cache_key PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestCacheServiceKeyBuilders::test_build_copy_cache_key_consistency PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestRateLimitService::test_rate_limit_first_request PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestRateLimitService::test_rate_limit_within_limit PASSED [ 16%]
backend/tests/unit/test_cache_service.py::TestRateLimitService::test_rate_limit_exceeded PASSED [ 17%]
backend/tests/unit/test_cache_service.py::TestRateLimitService::test_get_remaining_no_requests PASSED [ 17%]
backend/tests/unit/test_cache_service.py::TestRateLimitService::test_get_remaining_with_usage PASSED [ 17%]
backend/tests/unit/test_cache_service.py::TestCreditsService::test_get_cached_credits_not_found PASSED [ 17%]
backend/tests/unit/test_cache_service.py::TestCreditsService::test_get_cached_credits_found PASSED [ 17%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_client_no_token PASSED [ 17%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_list_inboxes PASSED [ 17%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_list_inboxes_error PASSED [ 17%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_create_contact PASSED [ 18%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_create_contact_error PASSED [ 18%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_send_message PASSED [ 18%]
backend/tests/unit/test_chatwoot_routes.py::test_chatwoot_send_message_error PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCheckoutCreate::test_create_checkout_pix_success PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCheckoutCreate::test_create_checkout_card_success PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCheckoutCreate::test_create_checkout_invalid_product PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCheckoutCreate::test_create_checkout_with_valid_coupon PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCheckoutCreate::test_create_checkout_payment_error PASSED [ 18%]
backend/tests/unit/test_checkout_routes.py::TestCouponValidation::test_validate_coupon_success PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestCouponValidation::test_validate_coupon_invalid_code PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestCouponValidation::test_validate_coupon_invalid_product PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestCouponValidation::test_validate_coupon_expired PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestPaymentStatus::test_get_status_pending PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestProductList::test_list_products PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestPaymentRedirects::test_payment_success_approved PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestPaymentRedirects::test_payment_success_not_approved PASSED [ 19%]
backend/tests/unit/test_checkout_routes.py::TestPaymentRedirects::test_payment_failure PASSED [ 20%]
backend/tests/unit/test_checkout_routes.py::TestPaymentRedirects::test_payment_pending_pix PASSED [ 20%]
backend/tests/unit/test_checkout_routes.py::TestPaymentRedirects::test_payment_pending_boleto PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_product_video_success PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_product_video_failure PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_text_video_success PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_deal_alert_success PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_product_video_landscape PASSED [ 20%]
backend/tests/unit/test_content_routes.py::test_generate_product_video_square PASSED [ 20%]
backend/tests/unit/test_database_connection.py::TestDatabaseConnection::test_init_database PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseConnection::test_close_database PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestGetDb::test_get_db_yields_database PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseManager::test_manager_init PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseManager::test_manager_transaction PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseManager::test_manager_execute PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseManager::test_manager_fetch_one PASSED [ 21%]
backend/tests/unit/test_database_connection.py::TestDatabaseManager::test_manager_fetch_all PASSED [ 21%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_success PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_failure PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_exception PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_not_logged_in PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_photo_success PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_video_success PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_reel_success PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_invalid_media_type PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_2fa_challenge PASSED [ 22%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_sms_challenge PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_login_email_challenge PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_resolve_challenge_no_pending PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_resolve_challenge_success PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_resolve_challenge_invalid_code PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_request_challenge_success PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_request_challenge_failed PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_request_challenge_exception PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_list_sessions PASSED [ 23%]
backend/tests/unit/test_instagram_routes.py::test_instagram_get_session_found PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_get_session_not_found PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_backup_session_success PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_backup_session_not_found PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_backup_session_failed PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_restore_session_success PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_restore_session_no_backup PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_restore_session_invalid PASSED [ 24%]
backend/tests/unit/test_instagram_routes.py::test_instagram_delete_session PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_delete_session_with_backups PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_list_challenges PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_get_challenge_found PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_get_challenge_not_found PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_health PASSED [ 25%]
backend/tests/unit/test_instagram_routes.py::test_instagram_upload_load_session_failed PASSED [ 25%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_2fa_challenge PASSED [ 25%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_sms_challenge PASSED [ 25%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_email_challenge PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_phone_call_challenge PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_captcha_challenge PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_suspicious_login PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_rate_limit PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_rate_limit_hours PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_action_blocked PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_checkpoint PASSED [ 26%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_detect_unknown PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestDetectChallengeType::test_extract_email_hint PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_backup_session_success PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_backup_session_failure PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_restore_session_success PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_restore_session_no_backup PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_session PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_session_not_found PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_all_sessions PASSED [ 27%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_record_challenge PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_challenge_by_id PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_active_challenges PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_get_active_challenges_by_username PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_update_challenge_status PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_update_challenge_not_found PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_increment_challenge_attempts PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramSessionManager::test_detect_challenge_type_method PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramChallenge::test_create_challenge_with_defaults PASSED [ 28%]
backend/tests/unit/test_instagram_session.py::TestInstagramChallenge::test_challenge_serialization PASSED [ 29%]
backend/tests/unit/test_instagram_session.py::TestInstagramChallenge::test_challenge_deserialization PASSED [ 29%]
backend/tests/unit/test_instagram_session.py::TestInstagramSession::test_create_session PASSED [ 29%]
backend/tests/unit/test_instagram_session.py::TestInstagramSession::test_session_with_dates PASSED [ 29%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_email_found PASSED [ 29%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_email_not_found PASSED [ 29%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_key_found PASSED [ 29%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_key_not_found PASSED [ 29%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_user_found PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_license_by_user_not_found PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_validate_hwid_valid PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_validate_hwid_invalid PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_active_devices_with_devices PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_get_active_devices_empty PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_register_device_new PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_register_device_upsert PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_deactivate_device_success PASSED [ 30%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_deactivate_device_not_found PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseService::test_deactivate_device_with_reason PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseServiceKeyGeneration::test_generate_license_key_format PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseServiceKeyGeneration::test_generate_license_key_uniqueness PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_create_license_new_user PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_create_license_existing_user PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_create_license_with_payment_id PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_activate_license_success PASSED [ 31%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_extend_license PASSED [ 32%]
backend/tests/unit/test_license_service.py::TestLicenseCreation::test_deactivate_license PASSED [ 32%]
backend/tests/unit/test_license_service.py::TestCreditsManagement::test_add_credits_to_user PASSED [ 32%]
backend/tests/unit/test_license_service.py::TestCreditsManagement::test_add_credits_user_not_found PASSED [ 32%]
backend/tests/unit/test_license_service.py::TestPlanFeatures::test_get_plan_features_lifetime PASSED [ 32%]
